trial #,trial cups,trial moves,cup speed,Correct/Incorrect,time to response,
1,2,1,0.75,Incorrect,23.389948,
1,2,1,0.75,Incorrect,23.407158,
1,2,1,0.75,Incorrect,23.423609,
1,2,1,0.75,Incorrect,23.440295,
1,2,1,0.75,Incorrect,23.457946,
1,2,1,0.75,Incorrect,23.474314,
1,2,1,0.75,Incorrect,23.491354,
1,2,1,0.75,Incorrect,23.508062,
1,2,1,0.75,Incorrect,23.524615,
1,2,1,0.75,Incorrect,23.542135,
1,2,1,0.75,Incorrect,23.559109,
1,2,1,0.75,Incorrect,23.575956,
1,2,1,0.75,Incorrect,23.592591,
1,2,1,0.75,Incorrect,23.610095,
1,2,1,0.75,Incorrect,23.626718,
1,2,1,0.75,Incorrect,23.643388,
1,2,1,0.75,Incorrect,23.66048,
1,2,1,0.75,Incorrect,23.677074,
1,2,1,0.75,Incorrect,23.694331,
1,2,1,0.75,Incorrect,23.710756,
1,2,1,0.75,Incorrect,23.727866,
1,2,1,0.75,Incorrect,23.744377,
1,2,1,0.75,Incorrect,23.761148,
1,2,1,0.75,Incorrect,23.780083,
1,2,1,0.75,Incorrect,23.797343,
1,2,1,0.75,Incorrect,23.814368,
1,2,1,0.75,Incorrect,23.831742,
1,2,1,0.75,Incorrect,23.848728,
1,2,1,0.75,Incorrect,23.865792,
1,2,1,0.75,Incorrect,23.883093,
1,2,1,0.75,Incorrect,23.899683,
1,2,1,0.75,Incorrect,23.916827,
1,2,1,0.75,Incorrect,23.933811,
1,2,1,0.75,Incorrect,23.950997,
1,2,1,0.75,Incorrect,23.967594,
1,2,1,0.75,Incorrect,23.985012,
1,2,1,0.75,Incorrect,24.00181,
1,2,1,0.75,Incorrect,24.019315,
1,2,1,0.75,Incorrect,24.035094,
1,2,1,0.75,Incorrect,24.05231,
1,2,1,0.75,Incorrect,24.06913,
1,2,1,0.75,Incorrect,24.086294,
1,2,1,0.75,Incorrect,24.103248,
1,2,1,0.75,Incorrect,24.120358,
1,2,1,0.75,Incorrect,24.137076,
1,2,1,0.75,Incorrect,24.154298,
1,2,1,0.75,Incorrect,24.170263,
1,2,1,0.75,Incorrect,24.187948,
1,2,1,0.75,Incorrect,24.206316,
1,2,1,0.75,Incorrect,24.222125,
1,2,1,0.75,Incorrect,24.239121,
1,2,1,0.75,Incorrect,24.25616,
1,2,1,0.75,Incorrect,24.273312,
1,2,1,0.75,Incorrect,24.290177,
1,2,1,0.75,Incorrect,24.307542,
1,2,1,0.75,Incorrect,24.324598,
1,2,1,0.75,Incorrect,24.34127,
1,2,1,0.75,Incorrect,24.358028,
1,2,1,0.75,Incorrect,24.375238,
1,2,1,0.75,Incorrect,24.392382,
1,2,1,0.75,Incorrect,24.408589,
1,2,1,0.75,Incorrect,24.425361,
1,2,1,0.75,Incorrect,24.442133,
1,2,1,0.75,Incorrect,24.459283,
1,2,1,0.75,Incorrect,24.475618,
1,2,1,0.75,Incorrect,24.493142,
1,2,1,0.75,Incorrect,24.509922,
1,2,1,0.75,Incorrect,24.526968,
1,2,1,0.75,Incorrect,24.543937,
1,2,1,0.75,Incorrect,24.56065,
1,2,1,0.75,Incorrect,24.578393,
1,2,1,0.75,Incorrect,24.596428,
1,2,1,0.75,Incorrect,24.613504,
1,2,1,0.75,Incorrect,24.630735,
1,2,1,0.75,Incorrect,24.647269,
1,2,1,0.75,Incorrect,24.664542,
1,2,1,0.75,Incorrect,24.681929,
1,2,1,0.75,Incorrect,24.698056,
1,2,1,0.75,Incorrect,24.715395,
1,2,1,0.75,Incorrect,24.732563,
1,2,1,0.75,Incorrect,24.749377,
1,2,1,0.75,Incorrect,24.766437,
1,2,1,0.75,Incorrect,24.783046,
1,2,1,0.75,Incorrect,24.800124,
1,2,1,0.75,Incorrect,24.817237,
1,2,1,0.75,Incorrect,24.844898,
1,2,1,0.75,Incorrect,24.861561,
1,2,1,0.75,Incorrect,24.879758,
1,2,1,0.75,Incorrect,24.895791,
1,2,1,0.75,Incorrect,24.912854,
1,2,1,0.75,Incorrect,24.930154,
1,2,1,0.75,Incorrect,24.946263,
1,2,1,0.75,Incorrect,24.963176,
1,2,1,0.75,Incorrect,24.980046,
1,2,1,0.75,Incorrect,24.997376,
1,2,1,0.75,Incorrect,25.014103,
1,2,1,0.75,Incorrect,25.03077,
1,2,1,0.75,Incorrect,25.047432,
1,2,1,0.75,Incorrect,25.065992,
1,2,1,0.75,Incorrect,25.081733,
1,2,1,0.75,Incorrect,25.09836,
1,2,1,0.75,Incorrect,25.1153,
1,2,1,0.75,Incorrect,25.13212,
1,2,1,0.75,Incorrect,25.148978,
1,2,1,0.75,Incorrect,25.165466,
1,2,1,0.75,Incorrect,25.182656,
1,2,1,0.75,Incorrect,25.200262,
1,2,1,0.75,Incorrect,25.217013,
1,2,1,0.75,Incorrect,25.235679,
1,2,1,0.75,Incorrect,25.253817,
1,2,1,0.75,Incorrect,25.269903,
1,2,1,0.75,Incorrect,25.286832,
1,2,1,0.75,Incorrect,25.304425,
1,2,1,0.75,Incorrect,25.320957,
1,2,1,0.75,Incorrect,25.337888,
1,2,1,0.75,Incorrect,25.355036,
1,2,1,0.75,Incorrect,25.37163,
1,2,1,0.75,Incorrect,25.388526,
1,2,1,0.75,Incorrect,25.405619,
1,2,1,0.75,Incorrect,25.422801,
1,2,1,0.75,Incorrect,25.439674,
1,2,1,0.75,Incorrect,25.456957,
1,2,1,0.75,Incorrect,25.473438,
1,2,1,0.75,Incorrect,25.490798,
1,2,1,0.75,Incorrect,25.507637,
1,2,1,0.75,Incorrect,25.524274,
1,2,1,0.75,Incorrect,25.541391,
1,2,1,0.75,Incorrect,25.557761,
1,2,1,0.75,Incorrect,25.575088,
1,2,1,0.75,Incorrect,25.591974,
1,2,1,0.75,Incorrect,25.608222,
1,2,1,0.75,Incorrect,25.625285,
1,2,1,0.75,Incorrect,25.641733,
1,2,1,0.75,Incorrect,25.659279,
1,2,1,0.75,Incorrect,25.675789,
1,2,1,0.75,Incorrect,25.692415,
1,2,1,0.75,Incorrect,25.70935,
1,2,1,0.75,Incorrect,25.726747,
1,2,1,0.75,Incorrect,25.744095,
1,2,1,0.75,Incorrect,25.761178,
1,2,1,0.75,Incorrect,25.777997,
1,2,1,0.75,Incorrect,25.794556,
1,2,1,0.75,Incorrect,25.81141,
1,2,1,0.75,Incorrect,25.828605,
1,2,1,0.75,Incorrect,25.845776,
1,2,1,0.75,Incorrect,25.863219,
1,2,1,0.75,Incorrect,25.879549,
1,2,1,0.75,Incorrect,25.896634,
1,2,1,0.75,Incorrect,25.913711,
1,2,1,0.75,Incorrect,25.930465,
1,2,1,0.75,Incorrect,25.948085,
1,2,1,0.75,Incorrect,25.965296,
1,2,1,0.75,Incorrect,25.982076,
1,2,1,0.75,Incorrect,25.998992,
1,2,1,0.75,Incorrect,26.015223,
1,2,1,0.75,Incorrect,26.033147,
1,2,1,0.75,Incorrect,26.049007,
1,2,1,0.75,Incorrect,26.065649,
1,2,1,0.75,Incorrect,26.082961,
1,2,1,0.75,Incorrect,26.099581,
1,2,1,0.75,Incorrect,26.116529,
1,2,1,0.75,Incorrect,26.133127,
1,2,1,0.75,Incorrect,26.150403,
1,2,1,0.75,Incorrect,26.167056,
1,2,1,0.75,Incorrect,26.187269,
1,2,1,0.75,Incorrect,26.203936,
1,2,1,0.75,Incorrect,26.221449,
1,2,1,0.75,Incorrect,26.237529,
1,2,1,0.75,Incorrect,26.254146,
1,2,1,0.75,Incorrect,26.270652,
1,2,1,0.75,Incorrect,26.287921,
1,2,1,0.75,Incorrect,26.304956,
1,2,1,0.75,Incorrect,26.322005,
1,2,1,0.75,Incorrect,26.338689,
1,2,1,0.75,Incorrect,26.3555,
1,2,1,0.75,Incorrect,26.372565,
